"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
10662,COSMIC RESEARCH,653,0.699,0.000500
10662,Journal of Ocean University of China,988,0.699,0.001560
10665,NEUROENDOCRINOLOGY LETTERS,"2,082",0.698,0.001720
10665,PalZ,97,0.698,0.000120
10665,SOCIAL SCIENCE HISTORY,448,0.698,0.000620
10665,Zeitschrift fur Sexualforschung,124,0.698,0.000140
10669,ANIMAL SCIENCE PAPERS AND REPORTS,390,0.697,0.000290
10669,ARCHIVES OF METALLURGY AND MATERIALS,"1,760",0.697,0.002120
10669,COLEOPTERISTS BULLETIN,880,0.697,0.000850
10669,FERROELECTRICS,"4,859",0.697,0.002550
10669,JOURNAL OF VETERINARY MEDICAL EDUCATION,696,0.697,0.000550
10674,BULLETIN DE LA SOCIETE MATHEMATIQUE DE FRANCE,"1,418",0.696,0.001750
10674,JOURNAL OF THE HISTORY OF BIOLOGY,579,0.696,0.000330
10674,JOURNAL OF THE HISTORY OF BIOLOGY,579,0.696,0.000330
10674,Journal of Cytology,425,0.696,0.000490
10674,Journal of Moral Philosophy,221,0.696,0.000370
10674,Journal of the South African Veterinary Association,786,0.696,0.000540
10680,CHINESE JOURNAL OF STRUCTURAL CHEMISTRY,916,0.695,0.000630
10680,IET Software,301,0.695,0.000260
10680,JOURNAL OF SOCIAL WORK PRACTICE,407,0.695,0.000450
10683,COMMUNICATIONS IN ANALYSIS AND GEOMETRY,715,0.694,0.002310
10683,CRYOLETTERS,996,0.694,0.000680
10683,EASTERN MEDITERRANEAN HEALTH JOURNAL,"2,228",0.694,0.001970
10683,EASTERN MEDITERRANEAN HEALTH JOURNAL,"2,228",0.694,0.001970
10683,Historia Agraria,238,0.694,0.000220
10683,Rivista Italiana delle Sostanze Grasse,223,0.694,0.000150
10689,CHINA OCEAN ENGINEERING,555,0.693,0.000680
10689,International Politics,500,0.693,0.000930
10689,South African Journal of Education,717,0.693,0.000380
10692,Computational Methods and Function Theory,321,0.692,0.001030
10692,Iranian Journal of Science and Technology Transaction A-Science,499,0.692,0.000460
10692,Journal of Plant Registrations,614,0.692,0.000750
10692,Journal of the Australian Ceramic Society,306,0.692,0.000350
10692,Language and Literature,313,0.692,0.000220
10697,FRESENIUS ENVIRONMENTAL BULLETIN,"3,613",0.691,0.002090
10697,PUBLICATIONES MATHEMATICAE-DEBRECEN,"1,113",0.691,0.001950
10697,SEMICONDUCTORS,"2,515",0.691,0.002030
10697,Sylwan,781,0.691,0.000550
10701,Electronic Journal of Differential Equations,"2,295",0.690,0.005500
10701,INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,880,0.690,0.000340
10701,Journal of Addictions Nursing,215,0.690,0.000390
10701,Journal of Addictions Nursing,215,0.690,0.000390
10701,Journal of Clinical Sport Psychology,318,0.690,0.000350
10701,Rendiconti Lincei-Matematica e Applicazioni,266,0.690,0.001330
10701,SOCIETY & ANIMALS,701,0.690,0.000450
10701,SOCIETY & ANIMALS,701,0.690,0.000450
10701,Turkish Journal of Field Crops,294,0.690,0.000310
10710,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,878,0.689,0.001050
10710,JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES,802,0.689,0.000950
10710,JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES,802,0.689,0.000950
10710,JOURNAL OF THEORETICAL PROBABILITY,877,0.689,0.003360
10710,MATHEMATIKA,791,0.689,0.002150
10710,Revista Brasileira de Fruticultura,"1,702",0.689,0.001130
10716,ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE,475,0.688,0.000350
10716,ANTHROPOLOGICAL SCIENCE,329,0.688,0.000190
10716,JOURNAL OF CHILD & ADOLESCENT SUBSTANCE ABUSE,476,0.688,0.000690
10716,Journal of Essential Oil Bearing Plants,"1,144",0.688,0.001380
10720,CHEMICAL & ENGINEERING NEWS,"1,314",0.687,0.001770
10720,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,"5,644",0.687,0.002690
10722,IEEJ Transactions on Electrical and Electronic Engineering,840,0.686,0.001000
10722,Journal of Thermal Science and Technology,272,0.686,0.000300
10724,FORDHAM LAW REVIEW,"1,376",0.685,0.001790
10724,Inorganic and Nano-Metal Chemistry,197,0.685,0.000290
10724,JOURNAL OF THE AMERICAN LEATHER CHEMISTS ASSOCIATION,560,0.685,0.000180
10727,Elektronika Ir Elektrotechnika,764,0.684,0.000840
10727,INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,"1,197",0.684,0.001550
10727,JOURNAL OF NUMBER THEORY,"2,735",0.684,0.009950
10727,SCIENCE & SPORTS,403,0.684,0.000580
10731,International Journal of Oil Gas and Coal Technology,298,0.683,0.000510
10731,POLYMERS & POLYMER COMPOSITES,696,0.683,0.000800
10731,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING,313,0.683,0.000200
10731,Psychiatria Danubina,"1,204",0.683,0.001920
10731,Psychiatria Danubina,"1,204",0.683,0.001920
10736,BEHAVIORAL SCIENCES & THE LAW,"2,043",0.682,0.001540
10736,INTERVENTION IN SCHOOL AND CLINIC,464,0.682,0.000290
10736,Orthopaedic Nursing,556,0.682,0.000450
10736,Orthopaedic Nursing,556,0.682,0.000450
10736,Thermophysics and Aeromechanics,545,0.682,0.000820
10741,ANNALES DE PALEONTOLOGIE,454,0.681,0.000430
10741,CANADIAN JOURNAL OF DIETETIC PRACTICE AND RESEARCH,568,0.681,0.000690
10741,Oral Radiology,213,0.681,0.000180
10741,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES,309,0.681,0.000400
10745,COMPUTATIONAL STATISTICS,978,0.680,0.003470
10745,Gynecologie Obstetrique Fertilite & Senologie,869,0.680,0.000940
10745,JOURNAL OF THEORETICAL & COMPUTATIONAL CHEMISTRY,552,0.680,0.000690
10745,KEW BULLETIN,"1,356",0.680,0.000720
10745,THEORY AND DECISION,"1,103",0.680,0.003160
10750,ACTA BIOLOGICA HUNGARICA,494,0.679,0.000450
10750,OPHTHALMOLOGE,"1,286",0.679,0.001300
10750,TAIWANESE JOURNAL OF MATHEMATICS,"1,139",0.679,0.002630
10753,SCOTTISH MEDICAL JOURNAL,558,0.678,0.000530
10754,AIBR-Revista de Antropologia Iberoamericana,100,0.677,0.000080
10754,FIBRES & TEXTILES IN EASTERN EUROPE,"1,458",0.677,0.000930
10754,RUSSIAN JOURNAL OF NONDESTRUCTIVE TESTING,757,0.677,0.000380
10757,BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY,247,0.676,0.000250
10757,CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE,"1,778",0.676,0.001090
10757,FOOD BIOTECHNOLOGY,510,0.676,0.000270
10757,Gravitation & Cosmology,433,0.676,0.000330
10757,LATIN AMERICAN RESEARCH REVIEW,887,0.676,0.000960
10757,THEORY IN BIOSCIENCES,425,0.676,0.000440
10763,INTERFACES AND FREE BOUNDARIES,407,0.675,0.001250
10763,Journal of Applied Spectroscopy,"1,414",0.675,0.001080
10763,SAGE Open,"1,508",0.675,0.004550
10763,STATISTICS,724,0.675,0.002430
10767,B E Journal of Macroeconomics,277,0.674,0.000540
10767,DISSOLUTION TECHNOLOGIES,423,0.674,0.000150
10767,INTERNATIONAL JOURNAL OF MATERIALS & PRODUCT TECHNOLOGY,448,0.674,0.000290
10767,LYMPHOLOGY,813,0.674,0.001000
10767,OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES,494,0.674,0.000600
10767,Politikon,202,0.674,0.000320
10773,CONNECTION SCIENCE,397,0.673,0.000300
10773,European Business Organization Law Review,202,0.673,0.000320
10773,NEW ZEALAND JOURNAL OF ZOOLOGY,846,0.673,0.000350
10773,Zeitschrift fur Erziehungswissenschaft,575,0.673,0.000720
10773,Zeitschrift fur Psychiatrie Psychologie und Psychotherapie,226,0.673,0.000150
10778,GLASS PHYSICS AND CHEMISTRY,849,0.672,0.000540
10778,INVERTEBRATE REPRODUCTION & DEVELOPMENT,785,0.672,0.000610
10778,Invasive Plant Science and Management,580,0.672,0.000760
10778,PAKISTAN JOURNAL OF BOTANY,"4,376",0.672,0.002640
10782,Arab Journal of Gastroenterology,267,0.671,0.000460
10782,JOURNAL OF CONSCIOUSNESS STUDIES,"1,392",0.671,0.000670
10784,Chungara-Revista de Antropologia Chilena,625,0.670,0.000490
10784,JOURNAL OF CHEMICAL RESEARCH,"2,020",0.670,0.001040
10784,JOURNAL OF POULTRY SCIENCE,656,0.670,0.000770
10784,Latin American Journal of Aquatic Research,745,0.670,0.001580
10784,STRENGTH OF MATERIALS,867,0.670,0.000600
10789,CHIRURG,"1,229",0.669,0.001000
10789,GEOMAGNETISM AND AERONOMY,"1,289",0.669,0.001220
10791,PESQUISA AGROPECUARIA BRASILEIRA,"3,813",0.668,0.002360
10792,ACTA CHROMATOGRAPHICA,396,0.667,0.000360
10792,ACTA ICHTHYOLOGICA ET PISCATORIA,482,0.667,0.000690
10792,AFRICAN INVERTEBRATES,203,0.667,0.000280
10792,ALGEBRA UNIVERSALIS,846,0.667,0.001460
10792,British Journal of Religious Education,296,0.667,0.000140
10792,EARTH MOON AND PLANETS,620,0.667,0.000350
10792,European Journal of Social Work,554,0.667,0.000780
10792,Geomorphologie-Relief Processus Environnement,381,0.667,0.000250
10792,German Journal of Agricultural Economics,158,0.667,0.000390
10792,INTERNATIONAL REVIEW OF LAW AND ECONOMICS,857,0.667,0.001270
10792,IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING,571,0.667,0.000620
10792,Iranian Journal of Veterinary Research,435,0.667,0.000510
10792,JOURNAL OF OPERATOR THEORY,"1,001",0.667,0.002120
10792,Japanese Journal of Mathematics,422,0.667,0.000710
10792,Journal of Specialised Translation,237,0.667,0.000320
10792,Journal of the Asia Pacific Economy,327,0.667,0.000320
10792,LIBRARY COLLECTIONS ACQUISITIONS & TECHNICAL SERVICES,128,0.667,0.000100
10792,MERRILL-PALMER QUARTERLY-JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,"1,780",0.667,0.000630
10792,MICHIGAN MATHEMATICAL JOURNAL,"1,269",0.667,0.002490
10792,PATTERNS OF PREJUDICE,504,0.667,0.000790
10792,Plastic Surgery,144,0.667,0.000630
10792,REVISTA BRASILEIRA DE PALEONTOLOGIA,393,0.667,0.000530
10792,TOHOKU MATHEMATICAL JOURNAL,"1,041",0.667,0.001180
10792,TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,444,0.667,0.000200
10792,TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,321,0.667,0.000320
10817,JOURNAL OF ALGEBRA,"8,877",0.666,0.021940
10818,POLISH JOURNAL OF PATHOLOGY,448,0.664,0.000650
10818,Periodica Mathematica Hungarica,518,0.664,0.000950
10820,Japan Journal of Nursing Science,283,0.663,0.000460
10820,Japan Journal of Nursing Science,283,0.663,0.000460
10822,British Journal of Middle Eastern Studies,270,0.662,0.000610
10822,IEEE Pulse,305,0.662,0.000620
10822,INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,"1,090",0.662,0.000640
10822,INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,"1,090",0.662,0.000640
10822,International Food Research Journal,"3,108",0.662,0.003630
10822,TECHNOLOGY AND CULTURE,752,0.662,0.000630
10822,TECHNOLOGY AND CULTURE,752,0.662,0.000630
10822,TURKISH JOURNAL OF BIOLOGY,"1,224",0.662,0.001120
10830,Acta Botanica Mexicana,467,0.661,0.000300
10830,JOURNAL OF BALTIC STUDIES,237,0.661,0.000210
10830,M S-MEDECINE SCIENCES,796,0.661,0.000590
10830,Romanian Journal of Information Science and Technology,197,0.661,0.000100
10834,ANTHROPOLOGY & EDUCATION QUARTERLY,941,0.660,0.000460
10835,DIFFERENTIAL EQUATIONS,"2,941",0.659,0.002400
10835,Research and Theory for Nursing Practice,329,0.659,0.000270
10835,Research and Theory for Nursing Practice,329,0.659,0.000270
10838,ENTOMOLOGICA FENNICA,268,0.658,0.000200
10838,Interpreter and Translator Trainer,299,0.658,0.000480
10840,AMERICAN MIDLAND NATURALIST,"3,545",0.657,0.001050
10840,ANATOMIA HISTOLOGIA EMBRYOLOGIA,880,0.657,0.000720
10840,TECHNICAL COMMUNICATION,433,0.657,0.000180
10843,ACTA VETERINARIA-BEOGRAD,349,0.656,0.000380
10843,Cambridge Review of International Affairs,553,0.656,0.000780
10843,JAPANESE JOURNAL OF VETERINARY RESEARCH,267,0.656,0.000340
10843,JOURNAL OF POST KEYNESIAN ECONOMICS,741,0.656,0.000450
10847,JOURNAL OF PSYCHOLINGUISTIC RESEARCH,"1,352",0.655,0.000960
10847,Oral History Review,151,0.655,0.000310
10849,Perspectives-Studies in Translation Theory and Practice,401,0.654,0.000780
10849,WATERBIRDS,"1,201",0.654,0.000820
10851,AGROCHIMICA,221,0.653,0.000160
10851,Advances in Condensed Matter Physics,549,0.653,0.001160
10851,Communication Culture & Critique,324,0.653,0.000700
10851,JOURNAL OF ECONOMIC EDUCATION,797,0.653,0.000330
10851,SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE,"1,029",0.653,0.000820
10856,Czech Journal of Genetics and Plant Breeding,275,0.652,0.000280
10856,ESAIM-Probability and Statistics,329,0.652,0.001560
10856,INTEGRAL EQUATIONS AND OPERATOR THEORY,"1,346",0.652,0.003400
10856,Journal of Politeness Research-Language Behaviour Culture,411,0.652,0.000530
10856,Journal of the Faculty of Engineering and Architecture of Gazi University,537,0.652,0.000240
10856,New Medit,257,0.652,0.000240
10856,SEMINARS IN ROENTGENOLOGY,410,0.652,0.000480
10863,HORTTECHNOLOGY,"2,131",0.651,0.001160
10863,JAPAN AND THE WORLD ECONOMY,470,0.651,0.000410
10863,JOURNAL OF LEGAL EDUCATION,360,0.651,0.000300
10863,JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS,660,0.651,0.000610
10863,Journal of Superhard Materials,424,0.651,0.000300
10868,Advances in Electrical and Computer Engineering,393,0.650,0.000390
10868,Annals of Combinatorics,449,0.650,0.002080
10868,JOURNAL OF LABOR RESEARCH,538,0.650,0.000670
10868,Journal of Community Health Nursing,341,0.650,0.000340
10868,Journal of Community Health Nursing,341,0.650,0.000340
10868,Politics Philosophy & Economics,248,0.650,0.000640
10868,SPORTVERLETZUNG-SPORTSCHADEN,183,0.650,0.000140
10868,Zeitschrift fur Sprachwissenschaft,116,0.650,0.000140
10876,Revista Brasileira de Engenharia Agricola e Ambiental,"1,753",0.649,0.001960
10876,Social Work in Public Health,430,0.649,0.001010
10878,ZYGON,513,0.648,0.000140
10879,DOKLADY PHYSICS,867,0.647,0.001140
10879,EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,557,0.647,0.000640
10879,Journal of Demographic Economics,63,0.647,0.000820
10879,Revista de Psicologia del Deporte,884,0.647,0.000590
10879,Science Technology and Society,271,0.647,0.000280
10879,TROPICAL ECOLOGY,706,0.647,0.000770
10885,HARVARD JOURNAL OF LAW AND PUBLIC POLICY,558,0.646,0.000650
10885,Historia y Politica,199,0.646,0.000280
10885,POLITICAL SCIENCE QUARTERLY,"1,262",0.646,0.000550
10888,European Journal of Law and Economics,479,0.645,0.000770
10888,IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH,413,0.645,0.000300
10890,ACTA MATHEMATICA SINICA-ENGLISH SERIES,"1,579",0.644,0.003750
10890,ACTA PHYSICA SINICA,"6,273",0.644,0.006200
10890,COMPUTER ANIMATION AND VIRTUAL WORLDS,510,0.644,0.000880
10890,CUTIS,"1,628",0.644,0.001320
10890,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,425,0.644,0.000460
10890,Iranian Red Crescent Medical Journal,"1,897",0.644,0.003530
10890,JOURNAL OF FUSION ENERGY,604,0.644,0.001400
10890,Journal of Agrometeorology,410,0.644,0.000290
10890,Macedonian Journal of Chemistry and Chemical Engineering,177,0.644,0.000210
10890,NATIONAL MEDICAL JOURNAL OF INDIA,725,0.644,0.000550
10890,STUDIA PSYCHOLOGICA,281,0.644,0.000290
10890,Tehnicki Vjesnik-Technical Gazette,"1,036",0.644,0.001170
10902,ASTROPHYSICS,397,0.643,0.000430
10902,RUSSIAN JOURNAL OF GENERAL CHEMISTRY,"3,556",0.643,0.002070
10902,Ulusal Travma ve Acil Cerrahi Dergisi-Turkish Journal of Trauma & Emergency Surgery,760,0.643,0.000920
10902,Zeitschrift fur Gesundheitspsychologie,140,0.643,0.000190
10906,AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,602,0.642,0.001200
10906,DOKLADY PHYSICAL CHEMISTRY,418,0.642,0.000460
10906,Estudios Atacamenos,367,0.642,0.000300
10906,JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,"3,344",0.642,0.003170
10906,WOOD RESEARCH,520,0.642,0.000610
10911,Climate Change Economics,366,0.641,0.000980
10911,ERDE,219,0.641,0.000260
10911,ERDE,219,0.641,0.000260
10911,JOURNAL OF AFRICAN HISTORY,981,0.641,0.000630
10911,Journal of Consumer Protection and Food Safety,427,0.641,0.000440
10911,Journal of Transportation Engineering Part A-Systems,72,0.641,0.000150
10911,Metallurgical Research & Technology,181,0.641,0.000380
10911,Physics of Wave Phenomena,201,0.641,0.000290
10919,METRIKA,835,0.640,0.001220
10919,Progress in Community Health Partnerships-Research Education and Action,488,0.640,0.001000
10921,JOURNAL OF ANTHROPOLOGICAL RESEARCH,925,0.639,0.000490
10921,RAIRO-OPERATIONS RESEARCH,393,0.639,0.000560
10923,AMERICAN ANNALS OF THE DEAF,719,0.638,0.000250
10923,Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,269,0.638,0.000540
10923,Digest Journal of Nanomaterials and Biostructures,"1,654",0.638,0.001090
10923,German Economic Review,441,0.638,0.000790
10923,NAGOYA MATHEMATICAL JOURNAL,992,0.638,0.001650
10923,PHYSICS TEACHER,"1,115",0.638,0.000910
10923,Water Resources,713,0.638,0.000660
10930,DOKLADY EARTH SCIENCES,"2,653",0.637,0.003310
10930,TECHNICAL PHYSICS,"3,083",0.637,0.002740
10932,AQUATIC MAMMALS,"1,136",0.636,0.000810
10932,BULLETIN OF THE MENNINGER CLINIC,460,0.636,0.000370
10932,Central European Journal of Public Health,664,0.636,0.000900
10932,Central European Journal of Public Health,664,0.636,0.000900
10932,ECOLOGY LAW QUARTERLY,341,0.636,0.000200
10932,INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,522,0.636,0.000370
10932,Journal of Electrical Engineering-Elektrotechnicky Casopis,566,0.636,0.000430
10932,Materials Science-Medziagotyra,645,0.636,0.000580
10932,QUARTERLY JOURNAL OF MATHEMATICS,"1,478",0.636,0.003020
10932,RUSSIAN JOURNAL OF COORDINATION CHEMISTRY,"1,132",0.636,0.000560
10932,Radiation Effects and Defects in Solids,"1,330",0.636,0.000820
10932,VETERINARNI MEDICINA,"1,510",0.636,0.001120
10944,ACTA MEDICA OKAYAMA,756,0.635,0.000680
10944,DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,"1,845",0.635,0.001300
10944,FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,534,0.635,0.000460
10944,JOURNAL OF INORGANIC MATERIALS,"1,154",0.635,0.001040
10944,Revista Espanola de Salud Publica,629,0.635,0.000710
10949,HIGH ENERGY CHEMISTRY,655,0.634,0.000530
10949,INDIAN JOURNAL OF PHARMACEUTICAL SCIENCES,"2,237",0.634,0.001090
10949,JOURNAL OF MATHEMATICAL ECONOMICS,"1,401",0.634,0.003840
10949,JOURNAL OF MATHEMATICAL ECONOMICS,"1,401",0.634,0.003840
10949,Journal of Environmental Protection and Ecology,976,0.634,0.000560
10949,Wilson Journal of Ornithology,971,0.634,0.001510
10955,BIOCELL,294,0.633,0.000060
10955,ZEITSCHRIFT FUR SOZIOLOGIE,832,0.633,0.000470
10957,Clinica y Salud,207,0.632,0.000110
10957,Homology Homotopy and Applications,327,0.632,0.001870
10957,Journal of Logical and Algebraic Methods in Programming,122,0.632,0.000900
10957,Journal of the Optical Society of Korea,500,0.632,0.000700
10957,Russian Meteorology and Hydrology,721,0.632,0.000730
10962,ORTHOPADE,"1,128",0.631,0.001070
10962,Zeitschrift fur Orthopadie und Unfallchirurgie,399,0.631,0.000520
10964,Acoustics Australia,205,0.630,0.000310
10964,JOURNAL OF CHEMICAL CRYSTALLOGRAPHY,872,0.630,0.000270
10964,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,"3,798",0.630,0.003780
10964,Notarzt,85,0.630,0.000080
10964,REVUE SUISSE DE ZOOLOGIE,"1,111",0.630,0.000350
10969,Food Culture & Society,307,0.629,0.000600
10969,Prague Economic Papers,259,0.629,0.000210
10971,Acta Paulista de Enfermagem,906,0.628,0.000580
10971,Acta Paulista de Enfermagem,906,0.628,0.000580
10971,Revista Romana de Materiale-Romanian Journal of Materials,221,0.628,0.000200
10974,European Journal for Philosophy of Science,228,0.627,0.000590
10974,JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,"2,372",0.627,0.000810
10974,JOURNAL OF VISUAL IMPAIRMENT & BLINDNESS,982,0.627,0.000400
10974,Journal of Competition Law & Economics,352,0.627,0.000800
10974,LIBRARY TRENDS,673,0.627,0.000340
10979,Fetal and Pediatric Pathology,345,0.626,0.000600
10979,GLASS AND CERAMICS,761,0.626,0.000450
10981,DOKLADY MATHEMATICS,"1,019",0.625,0.003500
10981,ECOSCIENCE,"1,824",0.625,0.000410
10981,Geneva Risk and Insurance Review,95,0.625,0.000240
10981,Groups Geometry and Dynamics,303,0.625,0.003250
10981,Hydrologie und Wasserbewirtschaftung,120,0.625,0.000220
10981,International Journal of Psychological Research,351,0.625,0.000210
10981,JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS,417,0.625,0.000540
10981,JOURNAL OF NEW MUSIC RESEARCH,502,0.625,0.000340
10981,MAIN GROUP CHEMISTRY,183,0.625,0.000110
10981,Malaysian Journal of Computer Science,114,0.625,0.000090
10981,Russian Physics Journal,"1,531",0.625,0.001000
10981,SOCIAL COMPASS,594,0.625,0.000390
10981,SOCIOLOGICAL SPECTRUM,614,0.625,0.000540
10981,Turkish Journal of Electrical Engineering and Computer Sciences,"1,163",0.625,0.001380
10995,Nephrology Nursing Journal,584,0.624,0.000420
10995,Nephrology Nursing Journal,584,0.624,0.000420
10995,Notulae Botanicae Horti Agrobotanici Cluj-Napoca,927,0.624,0.000980
10998,ELECTRONIC COMMUNICATIONS IN PROBABILITY,723,0.623,0.005090
10998,HORTICULTURAL SCIENCE,337,0.623,0.000250
10998,ZENTRALBLATT FUR CHIRURGIE,748,0.623,0.000490
11001,Bauingenieur,298,0.622,0.000700
11001,INDIAN ECONOMIC AND SOCIAL HISTORY REVIEW,374,0.622,0.000370
11001,Iranian Studies,357,0.622,0.000500
11001,QUIMICA NOVA,"5,142",0.622,0.002040
11005,JOURNAL OF BLACK STUDIES,832,0.621,0.000640
11005,JOURNAL OF THE AMERICAN HELICOPTER SOCIETY,917,0.621,0.000710
11005,Journal of Hard Tissue Biology,219,0.621,0.000340
11008,Computer Science and Information Systems,400,0.620,0.000540
11009,FOOD AND DRUG LAW JOURNAL,266,0.619,0.000270
11009,FOOD AND DRUG LAW JOURNAL,266,0.619,0.000270
11009,MIDDLE EAST JOURNAL,504,0.619,0.000530
11009,Quaestiones Mathematicae,506,0.619,0.001250
11009,SOTSIOLOGICHESKIE ISSLEDOVANIYA,"1,209",0.619,0.000320
